msgid	msguser	msgtext	replyid	replyuser	replytext
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520631444037980160	484961764	[MENTION] [MENTION] cams online xxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520631517509615616	484961764	[MENTION] [MENTION] please follow us cam 😁💕💕💕💕
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520631777820680192	484961764	[MENTION] [MENTION] we still have to get [MENTION] to follow you xxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520632070251773952	484961764	[MENTION] [MENTION] yeah I will and yes it's torture seeing him tweet other people and we still need to get noticed 😂💕💕💕
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520632235603419136	484961764	[MENTION] [MENTION] he has to notice us one day , hopefully 😕xxxxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520632373508321280	484961764	[MENTION] [MENTION] and yes I agree , cam turn the mute button off 😂💕💕💕
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520632555142668288	484961764	[MENTION] [MENTION] I know xxxxx how's he not seeing this we've tweeted so much xxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520632810185711616	484961764	[MENTION] [MENTION] CAM ????????????
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520633005262774272	484961764	[MENTION] [MENTION] this is such a waste of time but we're still doing it anyway 😂💕
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520633166315675648	484961764	[MENTION] [MENTION] and yes love that tweet
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520633505202855936	484961764	[MENTION] [MENTION] so proud of cam with expelled the movie 💕💕💕💕💕
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520633582977835008	484961764	[MENTION] [MENTION] he just has to come to the uk xxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520633999153459200	484961764	[MENTION] [MENTION] haha yes and even go to the USA !!!!! xxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520634790350188544	484961764	[MENTION] [MENTION] this is such a long conversation 😂xxxxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520635481969553408	484961764	[MENTION] [MENTION] that's what I was about to put but there's no surprise there 😔xxxxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520635626929287168	484961764	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION]
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520635759188275200	484961764	[MENTION] [MENTION] cam my dog says you should follow us 😚xxxxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520637207951192064	484961764	[MENTION] [MENTION] remember when we started watching there vines it's been definitely more then a year ......
520637414902366208	484961764	[MENTION] [MENTION] you didn't let me finish	520637543759765504	484961764	[MENTION] [MENTION] but I remember watching them and talking about them end of year 6
520637543759765504	484961764	[MENTION] [MENTION] but I remember watching them and talking about them end of year 6	520637757639892992	484961764	[MENTION] [MENTION] it's been so long since then and we've been waiting for a follow for that long 😁💕💕💕💕
520638201765978112	484961764	[MENTION] [MENTION] aha yeah cause that's so true 😂😂😂💕💕💕	520639583881822208	484961764	[MENTION] [MENTION] so what's this boys name 😂💕💕
520638370528374784	484961764	[MENTION] [MENTION] yeah you keep telling yourself that	520638698367766528	484961764	[MENTION] [MENTION] do you know my mum really likes cam and said he's a handsome and has a nice smile 😂
520638698367766528	484961764	[MENTION] [MENTION] do you know my mum really likes cam and said he's a handsome and has a nice smile 😂	520638979583266816	484961764	[MENTION] [MENTION] he's already got the thumbs up from my mum 😂👍👍
520646305220427776	484961764	Is your poo meant to be long like a log , I thought it was meant to be plops , mine was really hard today I was like arrghhh [MENTION] ...	520646418005229568	484961764	[MENTION] 😂😂😂😂😂😂
520704029446643712	2482534992	I need ppl for a Groupchat	520704508645888000	2482534992	[MENTION] preferably fan accs
520704508645888000	2482534992	[MENTION] preferably fan accs	520706347051278336	2482534992	[MENTION] common I need more ppl
520708402788720640	99381112	[MENTION] Would you be willing to read the last chapter of ELM for me and tell me what you think ...	520708581961007104	99381112	[MENTION] Crap , this isn't Facebook , sorry . You'll get this twice ...
520932403024760832	330705266	I love my true fans .	520932481915441152	467781586	[MENTION] aw love u too
520969000499830784	278328390	Now I know it takes me exactly 28 minutes to get ready in the morning .	521081460787142656	163730859	. [MENTION] lol you see this [MENTION] 😂😂😂 soooo inaccurate
520997485377257472	363961928	Rt for a dm/follow	521010459408084992	99381112	[MENTION] Good Luck ... RT [MENTION] Rt for a dm/follow
521032088704016384	1906234147	Me and my bro [URL]	523577255852011520	2519340408	[MENTION] 😂😂😂😅
521062079621758976	1705991035	nadamas quiero recordarte que estas bonita . ❤	521062214640631808	467781586	[MENTION] pero mi amor 😍
521176075221471232	163730859	I don't think there's such thing as a " fake fan " . Sometimes people just aren't going to agree . Doesn't make them fake . Just opinions .	521176764014669824	2482534992	[MENTION] jack understands
521182363590860800	382402366	But these BIG cheez-its are fiyyyaaaaaa 🔥🔥🔥	521183085766135808	382402366	And just another little heads up .. The new buffalo chicken pizza rolls are out of this world delicious
521190248043536384	363961928	I'm truly sorry about everything . Please don't think that I hate y'all .	521195078384353280	99381112	[MENTION] Let it go . Don't feed into negativity .
521310472940048384	363961928	I've apologized & done everything I could to fix things but there's no point . After this event today I'm done with social media for a while .	521322635838652416	99381112	[MENTION] I believe more kids support you than those that have their 3mins of fame by catering to drama and talking shit . |RiseAbove
521315892136017920	363961928	And no I'm not describing myself lol . I'm describing a lot of YOUR idols . I know things you guys don't know and probably never will know .	521316384429850624	326492577	[MENTION] woopity fuckin doo . Stop trying to make yourself look good and shut the hell up
521315892136017920	363961928	And no I'm not describing myself lol . I'm describing a lot of YOUR idols . I know things you guys don't know and probably never will know .	521323144184090624	99381112	[MENTION] Don't stoop to their level by shedding a bad light on others . |ThisTooShallPass
521336096370987008	2482534992	Yes I'm shading carter bc what he did was wrong just bc you talked about ppl b4 doesnt mean you can now some ppl like jacob and to have him	521336256303607808	2482534992	talk bad about him it hurts his fans i get he's trying to be real and all but its not okay
521338251177893888	2482534992	if you are always shading the guys over every thing like 24/7 then don't call yourself a " fan " but if you wanna express you opinion every	521338317573718016	2482534992	once in a while do it
521338529369313280	330705266	[MENTION] I'm gonna be carter	521340334975229952	2482534992	“ [MENTION] : [MENTION] I'm gonna be carter ” OMFG HAYES
521340783677669376	2482534992	I love how almost everyone one of the guys has made a comment on the carter situation except cameron	521341536592998400	2482534992	[MENTION] this wasn't sarcasm like I actually love how he doesn't want to get involved
521371265928818688	484961764	really can't believe it's the end of M.A.D , thank you for everything ilysm ❤ ️ |thankyouMADfans [MENTION] [MENTION] [MENTION]	521371500864352256	484961764	I'll support you all no matter what 😭 ❤ ️ |thankyouMADfans [MENTION] [MENTION] [MENTION]
521371916096262144	1906234147	algunos de ustedes se tomaron el tiempo para ir al traductor Google para ver esto .... así que ... patatas . :)	521372061378543616	467781586	[MENTION] HAHAHAHAHHAHAHAH BABYYYY
521373488251404288	1906234147	People make mistakes . You make mistakes . I do . Everyone does . And if you think that anyone should be perfect 24/7 then thats sad .	521374811445280768	1328060750	[MENTION] lockscreen🙌😭🙏
521374365729169408	1906234147	also don't judge someone on things they say in the heat of the moment . I've said things I don't mean . And I've grown from it . It's life ! 👍	521392136819077120	363961928	. [MENTION] love you bro
521379655056904192	379408088	Im half elf half wizard	521397035040518144	2825905798	[MENTION] [URL]
521405970036314112	1906234147	Almost 1 year ago in Orlando 😱 [URL]	521408427130880000	1088207396	. [MENTION] :,)
521405970036314112	1906234147	Almost 1 year ago in Orlando 😱 [URL]	521502792192901120	1396698397	... [MENTION] my hands are in my pants like 90% I was still trying to find my &&&$@
521405970036314112	1906234147	Almost 1 year ago in Orlando 😱 [URL]	522130469962272768	278328390	. [MENTION] ahh shit I remember this :/ I miss lando
521406783873900544	1396698397	When you face a crisis you know who your true friends are .	521407805543424000	1328060750	[MENTION] so true ....
521414249340764160	2482534992	So much drama in the fandom RN can't we just eat a couple of enchiladas and let it go	521417829078564864	2482534992	[MENTION] this is something matt would say 😂
521423293220679680	1396698397	Can I show you guys something ?	521423402310307840	1328060750	[MENTION] YES !
521457333776691200	278328390	Ow . My back hurts .	521457425472569344	467781586	[MENTION] do u want a massage
521473272777801728	1396698397	My life has done a 360 in the last week .... And it's awesome ...	521473517045710848	2482534992	[MENTION] I think you mean 180
521474200134225920	1396698397	In this industry you realize everything soon enough and it took till now to realize that even your best friends are the most fake ...	521474945596264448	2684899689	[MENTION] is that what happened to you and Dillon ? 😕
521474985417007104	1396698397	Cause I'm back home and it's all I have noticed	521475158390087680	2684899689	[MENTION] ... Dillon ? 😯
521477075740266496	278328390	Glad we got that 9/9 group chat back up and running 🙏 excited for the future	521477766928027648	163730859	[MENTION] but make sure everyone knows NOT EVENTS THERE ISNT GOING TO BE A 9/9 event . But we are gonna start working with eachother more
521477900524982272	163730859	Don't want you guys to get the wrong idea !	521478024240562176	467781586	[MENTION] jj baby
521492726190473216	363961928	Makes me so mad that all people are doing right now is trying to find a way to keep hating on me . Some people have no lives .	521504616081809408	1396698397	... [MENTION] love you man
521509210568151040	163730859	See you shortly young squires [MENTION] [MENTION]	521510924872462336	1705991035	😁 see ya soon - “ [MENTION] : See you shortly young squires [MENTION] [MENTION] ”
521654827877937152	379408088	Happy thanksgiving everyone ! Im definitely thankful for you guys and all you do for me ! Also heres this again haha [URL]	521655088952397824	467781586	[MENTION] it's not thanksgiving cutie
521655060204650496	379408088	|canadianthanksgiving 😊	521655163036381184	467781586	[MENTION] oh I got u
521687046654799872	330705266	Didn't have school today 😍	521687242537172992	484961764	[MENTION] I did 😔
521707498462388224	278328390	Wait so do most people have school today or not ?	521707648681787392	467781586	[MENTION] I have :(
521808351525863424	1906234147	Quit stressin . Love the life you live . [URL]	521814605975535616	2825905798	[MENTION] It's not that easy tho
521829718778060800	47846709	RT FOR A FOLLOW , and when I follow you , you will feel glam like this : [URL]	521862920960221184	99381112	Look Aly [MENTION] It's LaLa RT [MENTION] RT FOR A FOLLOW , and when I follow you , you will feel glam like this :
521838028592267264	1906234147	Amber is the color of your energy .	521838512606560256	326492577	[MENTION] it's also my name but that's whatever .. 😏 ( JK I KIND OF FLIPPED OUT WHEN I SAW THIS TWEET MATT )
521928077191172096	1396698397	I think my braces are coming off tomorrow I've had them for like 5 years now ..	522061150041939968	2684899689	[MENTION] I HAVE MIXED EMOTIONS ABOUT THIS
522120607761461248	379408088	Learning how to dance 😂	522120750388752384	2225825663	[MENTION] you should learn how to 2 step😂
522144888042037248	363961928	There is literally nothing to do where I live in North Carolina 😒😔😭	522145874131308544	467781586	[MENTION] drive to raleigh and let's have some fun
522144888042037248	363961928	There is literally nothing to do where I live in North Carolina 😒😔😭	522157263050788864	99381112	[MENTION] Come to Charlotte ... A few more options I'm sure . |QueenCity
522149937992056832	1906234147	It's hot outside let me swim in your eyes .	522150068678565888	2419851452	[MENTION] that actually sounds painful ..
522166991277527040	1088207396	I want some food	522167128653570048	841076833	“ [MENTION] : I want some food ” I have pizza 🍕
522278736201527296	363961928	What YouTube video should I make with Maggie ? 😘	522280521540591616	1328060750	[MENTION] couple tag see how much yous know eachother
522281839528927232	110288084	I want to start getting into hockey but idk if I want to be a kings or ducks fan	522282244023394304	110288084	[MENTION] [MENTION]
522533930793058304	363961928	Going to be making some YouTube videos with Hayes on Friday 😁	522534136964083712	2419851452	[MENTION] I thought Hayes shaded you ..
522783146916716544	379408088	UK I have something really special to announce for this coming week ! 🙆 |ShawnInLondon	522786460609835008	484961764	[MENTION] [MENTION]
522785233998213120	379408088	Going to post an RSVP link at 6PM London time for a secret free show there next week ! Make sure to be ready to RSVP fast . |ShawnInLondon	522786525034332160	484961764	[MENTION] [MENTION] ....
522785233998213120	379408088	Going to post an RSVP link at 6PM London time for a secret free show there next week ! Make sure to be ready to RSVP fast . |ShawnInLondon	522787262166474752	484961764	[MENTION] [MENTION] but it's free xxxxx
522785233998213120	379408088	Going to post an RSVP link at 6PM London time for a secret free show there next week ! Make sure to be ready to RSVP fast . |ShawnInLondon	522788460789497856	484961764	[MENTION] [MENTION] would you go if I went ?
522935972028497920	2419851452	remember when I was obsessed with [MENTION] & I could only hope he followed me but then I kinda gave up & things started to drift away	522936095991140352	2419851452	[MENTION] yeah I regret that 😔😢😣
522981806404931584	163730859	Mexico is awesome ❤ ️	522981922100617216	2541854413	“ [MENTION] : Mexico is awesome ❤ ️ ” U WONT GO THO
523104335505661952	30495613	" Don't waste your life , it's too short . You should always be happy "	523104767296675840	30495613	[MENTION] my uber driver just said this to me out of no where
523183822163435520	2831619003	[MENTION] |EMABiggestFansJustinBieber [URL]	523188388493791232	2831619003	|EMABiggestFansJustinBieber
523261978157252608	363961928	😠	523294018349072384	99381112	[MENTION] Oh dear ...
523275959193980928	278328390	I think I have a crush on a fan .. 😬	523277090649829376	2541854413	[MENTION] which one [URL]
523275959193980928	278328390	I think I have a crush on a fan .. 😬	523293415120064512	99381112	I know , it's clealy [MENTION] who can blame you ... RT [MENTION] I think I have a crush on a fan ..
523282640984481792	278328390	It's about to be a gooood weekend	523282883331756032	382402366	. [MENTION] 😎
523297515689766912	363961928	I got a haircut	523297759680806912	99381112	[MENTION] [MENTION] You should have probably gotten them all cut .
523418430910005248	379408088	Look at that vehicle [URL]	523418679854497792	1328060750	[MENTION] the bus ?
523629978206744576	139539038	CANT BELIEVE THIS IS HAPPENING FUUUUCKK [URL]	523630170532761600	2419851452	[MENTION] omg I'M slow now your snapchat makes sense , have fun !
523630754254041088	363961928	I wish you'd text me back ...	523630966661996544	2419851452	[MENTION] I'd wish you texted me 😂
523811346388099072	484961764	Haven't heard from cameron if 4 days , I miss him so much , I'm nothing without him 😭💕 [URL]	523811751922790400	484961764	But I'm so proud of him he deserves a break ❤ ️
523901572397285376	308297673	so I just wanna say thank you & a big happy birthday to my brother [MENTION] . We're living our dream buddy ! [URL]	523901835535716352	841076833	[MENTION] [MENTION] Awww I knew you were talking about Sam since your first tweet ☺ ️😘 ❤ ️
523909825215086592	379408088	Nandos ?	523909924439719936	1328060750	[MENTION] |SomethingBigIsHappening tell us
523909825215086592	379408088	Nandos ?	523910191050657792	484961764	[MENTION] your in England so sure
523909825215086592	379408088	Nandos ?	523910328649015296	484961764	[MENTION] how long are you in England for ?
523918748512948224	495074577	I am Simon [URL]	523919208045096960	484961764	[MENTION] actually I am
523936570051948544	2482534992	Take this quiz !! [URL]	523939019177336832	2482534992	[MENTION] pretty much most of this is sarcasm
523942647908814848	2419851452	[MENTION] Hey what is a elf doing out side the north pole ??	523942781220560896	2419851452	[MENTION] omg jk you were adorable ❤
523946614713372672	1906234147	You can tell me a million and one times how much you hate me and how you're not gonna be a fan , but idc because these videos will be awesome	523947259789316096	2419851452	[MENTION] I love how you can be inspiration 1 second & random the next its all these things I love about you Keep living how you live
523986071256711168	1906234147	Yo	523986144674193408	2711961214	[MENTION] yo
524039911922356224	363961928	Maggie and I aren't siblings ... we're dating	524040098523127808	1604280403	“ [MENTION] : Maggie and I aren't siblings ... we're dating ”
524197545976029184	379408088	Im gunna do a follow spree tonight	524198874588925952	484961764	[MENTION] yes please follow me xxxxx
524285141053485056	379408088	So should I tell you when |SomethingBigIsHappening ?! Following fans that tweet the hashtag , lets get it trending ! 🙆	524285243268665344	1604280403	[MENTION] YES TELL US
524290270704058368	1906234147	Wait	524290672736481280	1328060750	[MENTION] whats up ?
524327413249880064	403171568	We'll be writing back to a lot of you guys to 😊	524328240811233280	2541854413	[MENTION] ill send u burnt toast
524328240811233280	2541854413	[MENTION] ill send u burnt toast	524328777925414912	403171568	“ [MENTION] : [MENTION] ill send u burnt toast ” 😂😂
524328833160577024	1705991035	being off my phone/social media for a week was the best thing ever . i took so many photos on this vacation with [MENTION]	524329148848685056	2541854413	[MENTION] [MENTION] REALLY JUST HIM ???
524368376400207872	2482534992	I wanna finally meet cameron	524368523741908992	2482534992	[MENTION] he's in NY
524383970088071168	278328390	Is it too late for a follow spree ?	524384632394248192	467781586	[MENTION] no it's not baby
524389228738654208	278328390	RT for a follow 🏂	524390205546328064	467781586	[MENTION] I'm alive I'm alive I'm alive
524389228738654208	278328390	RT for a follow 🏂	557244973167304704	2570770026	[MENTION] where's my follow dude !
524393221192179712	1396698397	Met over 6k so far and I think I got Ebola😂 my whole body is shaking and I can't eat anything without throwing it up ! No more kissing😁	524393589267525632	2684899689	[MENTION] dang it 😩😭
524393221192179712	1396698397	Met over 6k so far and I think I got Ebola😂 my whole body is shaking and I can't eat anything without throwing it up ! No more kissing😁	524393687103836160	2684899689	[MENTION] can you make an exception ? 😏
524656309611024384	163645988	Spent my night puking my brains out so that's so much fun 😞😷 hate this . I want soup & my cuddle buddy . 🍵	524656649709953024	30495613	[MENTION] feel better soon chicka 💜💜💜
524736795221966848	379408088	The lotion i put on my face burned it ! Bad lotion	524736976470421504	2482534992	[MENTION] |reasonstoloveshawn
525029673177481216	363961928	Meet me and [MENTION] in Seattle ( Nov . 7 ) and Chicago ( Nov . 9 ) 😊 ☺ ️ tix- [URL]	525059028003459072	382402366	Meet me and [MENTION] in Seattle ( Nov . 7 ) and Chicago ( Nov . 9 ) 😊 ☺ ️ tix- [URL]
525053996827168768	330705266	[MENTION] excited	525054271780585472	330705266	Tweet at them saying pick hayes 😉hahahaha ( my last tweet )
525059490274881536	1396698397	I love you	525059934921441280	2684899689	[MENTION] I love you more
525115834646401024	1396698397	RT if you wanna see some more dates for [MENTION] 😀😃	525116046077083648	2684899689	[MENTION] [MENTION] yessssssss ! 😍😍
525164117699854336	363961928	Rt for a dm	525164196166926336	484961764	[MENTION] Yessss
525164519057010688	363961928	I had to ... that's the only way I won't see hate on my timeline or in my mentions ... but I also want to talk to you guys	525164682995585024	484961764	[MENTION] dm me please 💕
525164519057010688	363961928	I had to ... that's the only way I won't see hate on my timeline or in my mentions ... but I also want to talk to you guys	525284274476691456	99381112	[MENTION] My heart breaks for all the bullshit you're going through . |BlessTheirHeart there is no cure for stupidity .
525222933317160960	308297673	why the fuck can't I say what's on my mind 😭	525280071092035584	99381112	[MENTION] Turn the filter off .
525287274875846656	379408088	I needa go on vacation 🌴🌴	525287359987056640	1604280403	[MENTION] come to miami for vacation
525367408148893696	2482534992	i heard that cam refused to tae pics with ppl the other day	525367625468362752	2482534992	i mean m not gonna sit here and say thats okay cuz some ppl try really hard to get one but common he's human and has his moments
525368164902002688	495074577	The extent of my cooking [URL]	525369131701645312	2225825663	[MENTION] good job
525397558194368512	1705991035	" hello there " - [MENTION] [URL]	525400126530277376	467781586	[MENTION] baaaabyyyyy
525400158482075648	1088207396	is Twitter messed up for anyone else or am I just that unlucky haha	525400329484259328	467781586	[MENTION] I miss you baby
525464642043125760	163730859	So proud of [MENTION] he deserves everything going on for him right now and more ! Such a talented photographer for real .	525682721847508992	1705991035	. [MENTION] thanks man ! ☺
525537214071963648	1906234147	Ahhh relaxing day , well needed :)	525537426794491904	163730859	[MENTION] u goon
525687706655801344	30495613	I think I have a quote from The Office for every situation I could ever be in	525688351618125824	30495613	[MENTION] [URL]
525733273339559936	363961928	If you have my notifications on you're bae	525734921563037696	484961764	[MENTION] I have your notifications on
525753077388025856	1088207396	a selfie a day keeps the girls away	525753327834124288	326492577	[MENTION] no . It means they come running . ✊
526031132136341504	2726065606	Just ordered my shirt ahhhh ❤ ️ ❤ ️ [MENTION] [MENTION] [MENTION] [MENTION] [URL]	526036699647074304	2726065606	[MENTION] [MENTION] already ordered my shirt can't wait until it comes in and I get to wear it ❤ ️ ❤ ️👏👏👏😁
526039916762107904	2744930975	[MENTION] youre really getting out there trying new things and im so proud . ❤ ️ i love you .	526094873192316928	2744930975	[MENTION] i wish i could shop at an Aeropostale😒😒
526083499917586432	363961928	Rt for a DM - I'll try to DM a lot of you guys before I take off 😊	526085156218892288	2582957044	[MENTION] 9,000 retweets 😂😂 no one really has a chance do they 😬😬✌️💘 ☺ ️
526085549309038592	363961928	You guys look beautiful in our clothes 😚	526085757342330880	2582957044	[MENTION] can I get them in the uk ? :)
526152394305175552	495074577	Hey [MENTION] your header and icon are genius I'm cracking up [URL]	526152545107206144	2225825663	[MENTION] [MENTION] coOl
526204420803928064	139539038	Be nice to everyone . Be extra nice to the people who aren't nice back , they hate that shit .	526204745174622208	308297673	[MENTION] I love you , bestfriend , roommate that is totally cool . you're great , yah 😬👍
526204745174622208	308297673	[MENTION] I love you , bestfriend , roommate that is totally cool . you're great , yah 😬👍	526206028124135424	139539038	[MENTION] yea dude like totes love u too incredible amazing roommate . Its unbearable of how great u are honestly wow dude yea man bro😬😐😬😐😬
526206028124135424	139539038	[MENTION] yea dude like totes love u too incredible amazing roommate . Its unbearable of how great u are honestly wow dude yea man bro😬😐😬😐😬	526251696523972608	308297673	[MENTION] .. I didn't think the awkward smile was possible to do over emojis 😬😐😬😐😬
526330505738731520	440703398	[MENTION] 4308 , tell me your number :) [URL]	526330570586861568	440703398	[MENTION] 1708 :)
526368091178299392	495074577	Human Centaur [URL]	526369926454714368	2225825663	[MENTION] tris wua
526420052707667968	379408088	Catching up on walking dead and HOLYSHIT ITS CRAZY	526423451884875776	1088207396	. [MENTION] RIGHT ?!? I just got caught up !!!!
526491275122724864	1396698397	I've never been this exhausted I just woke up and I can hardly walk	526491638341046272	2684899689	[MENTION] woah bae Whatchu been doin😏😏😂 jk
526499070861668352	1396698397	Wish you guys understand that I'm doing these meet ups till 11 and driving 7 hours and having no sleep and meeting 3000 more ppl .. Each day	526499243247169536	324420103	[MENTION] get better baby [URL]
526555649149136896	2541854413	[MENTION] ur a potato	526555790304636928	403171568	“ [MENTION] : [MENTION] ur a potato ” and I flew around your room
526751666159484928	2482534992	So now I have the sweat pants sweat shirt gray crop top floral crop top cam tee and his dallas shirt from the Magcon days	526751744521670656	2482534992	[MENTION] if this doesn't say loyal idk what does
526755451099443200	2831619003	eu |EMABiggestFansJustinBieber	526755482779021312	2831619003	[MENTION] to |EMABiggestFansJustinBieber
526755482779021312	2831619003	[MENTION] to |EMABiggestFansJustinBieber	526755509379276800	2831619003	[MENTION] com |EMABiggestFansJustinBieber
526755509379276800	2831619003	[MENTION] com |EMABiggestFansJustinBieber	526755582913818624	2831619003	[MENTION] fome |EMABiggestFansJustinBieber
526886704247238656	2671372639	Cam is so close to 9999 it's scared me so much to think he won't notice me😭	526886765043666944	2671372639	[MENTION]
526890639003500544	1088207396	. [MENTION] Ya . want one ? 😏	526890736235851776	841076833	“ [MENTION] : . [MENTION] Ya . want one ? 😏 ” I do 🙋😏
526916256679878656	379408088	[MENTION] imy	527181222573637632	382402366	Just saw this [MENTION] I miss u way more man .. Keep doin big things , I'll see u soon
526918749878620160	1906234147	Top 8 topics y'all gave me haha . LETS VOTEEEE 1 . Burnie 2 . Larry 3 . Bagels 4 . Pizza 5 . sharks 6 . teachers 7 . potatoes 8 . candy	526918835690291200	1328060750	[MENTION] u missed FROGS
526925579028017152	1604280403	[MENTION] I'm not going to bed until you tweet me goodnight	526925678193946624	1604280403	[MENTION] just kidding I'll be awake forever
526930425898618880	2825905798	[MENTION] [MENTION] [MENTION] HI YOU LITTLE SHITTSSSS	526930580072833024	2825905798	[MENTION] [MENTION] [MENTION] WE HAVE BECOME BEST FRIENDS BY TALKING ABOUT OUR ASHOLESSS
526933376692150272	2825905798	[MENTION] LOOK SHE TAKES CASH OR CREDIT [URL]	526933865055924224	2825905798	[MENTION] [MENTION] [MENTION]
527059563192020992	330705266	I dislike school	527059758864691200	588004256	“ [MENTION] : I dislike school ” especially on picture day😒
527156963423952896	163730859	How many views do you think we can get on the |WildlifeMusicVideo on Friday !?!? 😳	527157066784587776	68966191	[MENTION] 9M
527204115340746752	1906234147	I just want to know all the answers in life	527269723969687552	379408088	[MENTION] me 2
527210132904493056	163730859	Where's Adele at tho	527213364574175232	68966191	[MENTION] wheres [MENTION] at tho ?
527228998657777664	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] Yas babbee	527242998095286272	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] yall are my new best friends now
527242998095286272	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] yall are my new best friends now	527243685050994688	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] we are gonna get noticed DAMMIT
527244408916549632	1906234147	Ok I just got out of a meeting so let's talk about random stuff when I get home ok cool I'm excited	527244642111479808	2566565666	[MENTION] ok yay
527245489948094464	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL]	527246077603631104	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] I KNOW ALEXANDRA [URL]
527248606676254720	1906234147	“ [MENTION] : [MENTION] alright babe ” hi	527248688390094848	2566565666	[MENTION] [MENTION] im guessing your home now
527250095020851200	1906234147	“ [MENTION] : [MENTION] well if u see this just give a sign you're alive ” I'm a goofy goober	527250268019523584	467781586	[MENTION] hi matthew be my 9/12
527250095020851200	1906234147	“ [MENTION] : [MENTION] well if u see this just give a sign you're alive ” I'm a goofy goober	527250296465293312	467781586	[MENTION] MATT
527250095020851200	1906234147	“ [MENTION] : [MENTION] well if u see this just give a sign you're alive ” I'm a goofy goober	527250333962338304	467781586	[MENTION] HEY YOU I LOVE YOU
527250095020851200	1906234147	“ [MENTION] : [MENTION] well if u see this just give a sign you're alive ” I'm a goofy goober	527250402560188416	467781586	[MENTION] ACKNOWLEDGE MY EXISTENCE
527250095020851200	1906234147	“ [MENTION] : [MENTION] well if u see this just give a sign you're alive ” I'm a goofy goober	527250442259279872	467781586	[MENTION] BABYYYYYYYYY
527262466229542912	382402366	Justtttt wanna get in the studiooo 🎶	527262743163072512	467781586	[MENTION] justttt wanna get in your beddd
527269723969687552	379408088	[MENTION] me 2	527541114975178752	1906234147	. [MENTION] ok I'm glad we are on the same page
527281542285262848	2825905798	[MENTION] [MENTION] can you all just shut the fuck up and just smile instead of bringing others down . I mean COME ONNN	527282940280340480	2825905798	[MENTION] [MENTION] no it didn't need to be said you inconsiderate cock
527290089723162624	2825905798	[MENTION]	527290177753186304	2825905798	[MENTION] oh shit didn't mean to do that
527308518894751744	440703398	[MENTION] 5806 6861 like my message to chanyeol and tell me your number :) [URL]	527309582687694848	440703398	[MENTION] sorry ignore that second number LOL
527308972718428160	440703398	[MENTION] 4231 6861 like my message to chanyeol and tell me your number :) [URL]	527309520158990336	440703398	[MENTION] sorry ignore that second number LOL
527493736289546240	2825905798	[MENTION] DUDE THE GUYS IN MY CLASS TICKLE AND TAZE ME CAUSE I MOAN AND YELL THIS HAPPENS EVERYDAY	527495407438688256	2825905798	[MENTION] LIKE I SOUND SO SEXUAL
